"model"|"type"|"name"|"Published"|"Fetaured"|"Visibility"|"Short_description"|"Description"|"price"|"image"|"Color"|"Dimension1"|"Dimension2"|"Dimension3"|"dim1"|"dim2"|"dim3"|"Material"|"Categories"|"Tags"
"168-000028"|"simple"|"Γωνιακός καναπές"|1|0|"visible"||"Αυτός ο κομψός καναπές Romantic pakoworld είναι κατασκευασμένος από ποιοτικό ύφασμα Easy Clean (90% αδιάβροχο) και αποτελεί ιδανική επιλογή για κάθε σπίτι. Διαθέτει σκελετό μοριοσανίδας, ξύλο λεύκας και επένδυση MDF, ενώ προσφέρει άνεση και πρακτικότητα. Κατασκευασμένος στην Ελλάδα, διαθέτει 5 χρόνια εγγύηση."|"1330.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000028-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000028-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000028-3.jpg"|"mocha-cream"|"290.0"|"235.0"|"95.0"||||"MDF, ύφασμα, ξύλο"|"Σαλόνι, Υπνοδωμάτιο"|"Σύγχρονος, Άνεση, Σπίτι, Πρακτικός, Στυλ, Ποιότητα"
"168-000027"|"simple"|"Γωνιακός καναπές"|1|0|"visible"||"Ο καναπές Romantic Pakoworld διαθέτει εντυπωσιακό design και είναι κατασκευασμένος από ποιοτικά υλικά, συμπεριλαμβανομένου εύκαμπτου υφάσματος Easy Clean 90% αδιάβροχου και σκελετού μοριοσανίδας, ξύλου λεύκας και αφρολέξ. Ιδανικός για κάθε σπίτι, προσφέρει άνεση και πρακτικότητα με διαστάσεις 290x235x95εκ."|"1330.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000027-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000027-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000027-3.jpg"|"mocha-cream"|"290.0"|"235.0"|"95.0"|||||"Σαλόνι, Υπνοδωμάτιο"|"Σύγχρονος, Άνεση, Διακόσμηση, Επικάλυψη, Απλότητα, Σπίτι"
"168-000026"|"simple"|"Γωνιακός καναπές Boston"|1|0|"visible"||"Ο γωνιακός καναπές Boston Pakoworld διαθέτει σκελετό από μοριοσανίδα, ξύλο λεύκας και MDF, με επένδυση υφάσματος Ciel – Cream. Ενισχυμένο με αφρολέξ και φυσικό ξύλο λεύκας, προσφέρει άνεση και αντοχή. Περιλαμβάνει δύο διακοσμητικά μαξιλάρια Cream. Διαστάσεις: 280x225x90εκ."|"1499.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000026-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000026-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000026-3.jpg"|"cream"|"280.0"|"225.0"|"90.0"||||"μοριοσανίδα, MDF, ξύλο"|"Σαλόνι, Γραφείο"|"Μοντέρνος, Γωνιακός, Άνεση, Διακοσμητικός, Σύγχρονος, Χαμηλό Προφίλ"
"168-000025"|"simple"|"Γωνιακός καναπές"|1|0|"visible"||"Ο γωνιακός καναπές Boston pakoworld διαθέτει εντυπωσιακό design και εξαιρετική ποιότητα. Κατασκευασμένος από σκελετό μοριοσανίδας, ξύλο λεύκας και MDF, συνδυάζει άνεση και ανθεκτικότητα. Περιλαμβάνει ανάκλιντρο, δύο μαξιλάρια και είναι διαθέσιμος σε υφάνμα Easy Clean (90% αδιάβροχο) χρώματος Ciel. Μέγεθος: 280x225x90 εκ."|"1499.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000025-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000025-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000025-3.jpg"|"cream"|"280.0"|"225.0"|"90.0"||||"MDF, ξύλο"|"Σαλόνι, Γραφείο"|"Γωνιακό, Σύγχρονο, Άνεση, Επενδυτικό, Διακόσμηση, Εύκολη Συντήρηση"
"168-000023"|"simple"|"Γωνιακός καναπές"|1|0|"visible"||"Ο καναπές Boston pakoworld, σε ύφασμα mocha-cream, είναι μια κομψή και ανθεκτική επιλογή για το σπίτι σας. Κατασκευασμένος από σκελετό μοριοσανίδας, ξύλο λεύκας και MDF, καθώς και αφρολέξ, προσφέρει άνεση και ποιότητα. Συνοδεύεται από δύο διακοσμητικά μαξιλάρια cream. Διαστάσεις: 280x225x90 εκ."|"1499.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000023-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000023-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000023-3.jpg"|"mocha-cream"|"280.0"|"225.0"|"90.0"||||"MDF, ύφασμα, ξύλο"|"Σαλόνι, Γραφείο"|"Σύγχρονος, Άνεση, Κωμική, Διακοσμητικός, Επίπεδος, Συνδυαστικός"
"168-000024"|"simple"|"Γωνιακός καναπές Boston"|1|0|"visible"||"Ο Γωνιακός Καναπές Boston, σε ύφασμα μόκα-κρέμα, διαθέτει σκελετό από μοριοσανίδα, ξύλο λεύκας και MDF.  Ενισχυμένο με αφρό και υποστηρίζεται από πόδια χαμηλού πολυπροπυλενίου. Περιλαμβάνει 2 διακοσμητικά μαξιλάρια κρεμ. Διαστάσεις: 280x225x90cm. Εγγύηση 5 ετών."|"1499.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000024-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000024-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000024-3.jpg"|"mocha-cream"|"280.0"|"225.0"|"90.0"||||"μοριοσανίδα, MDF, ύφασμα, ξύλο"|"Σαλόνι, Καναπέ"|"Άνεση, Γωνιακό, Σύγχρονο, Κλασικό, Επίπλωση σαλονιού, Επίπλωση διαμερισμάτων"
"168-000022"|"simple"|"Γωνιακός καναπές Boston"|1|0|"visible"||"Ο καναπές γωνίας Boston Pakoworld είναι μια κομψή και ανθεκτική επιλογή για τον χώρο σας. Κατασκευασμένος από μοριοσανίδα, ξύλο λεύκας, MDF και αφρολέξ, διαθέτει ανάκλιντρο και συνοδεύεται από δύο διακοσμητικά μαξιλάρια. Η επένδυση είναι από υφάνματα Easy Clean για εύκολο καθάρισμα. Διαθέτει διαστάσεις 280x225x90εκ."|"1499.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000022-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000022-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000022-3.jpg"|"elephant-ciel"|"280.0"|"225.0"|"90.0"||||"μοριοσανίδα, MDF, ξύλο"|"Σαλόνι, Γραφείο"|"Σύγχρονος, Άνεση, Διακόσμηση, Εύκολος Καθαρισμός, Γωνιακό, Ραφαινάρισμα"
"168-000036"|"simple"|"Γωνιακός καναπές"|1|0|"visible"||"Ο καναπές Romantic Pakoworld διαθέτει σκελετό μοριοσανίδας, ξύλο λεύκας και επένδυση MDF, καθώς και μαξιλάρια καθίσματος αφρολέξ 400άρι plus και πλάτη από σιλικόνη.  Ενδεικτικά διαθέτει ύφασμα Easy Clean 90% αδιάβροχο και είναι κατασκευασμένος από ποιοτικά υλικά. Διαθέτει διαστάσεις 290x235x95 εκ. και περιλαμβάνει δύο διακοσμητικά μαξιλαράκια σε κυπαρισί χρώμα."|"1330.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000036-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000036-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000036-3.jpg, https://www.pakoworld.com/image/catalog/products/168-000036-4.jpg"|"ανθρακί-κυπαρισσί"|"290.0"|"235.0"|"95.0"||||"MDF, ύφασμα, ξύλο"|"Σαλόνι, Υπνοδωμάτιο"|"Ανεπιτήδειος, Άνεση, Κοντέρ, Σύγχρονος, Σουίτα, Ενοικιαζόμενος"
"168-000035"|"simple"|"Γωνιακός καναπές"|1|0|"visible"||"Ο καναπές Romantic Pakoworld διαθέτει εντυπωσιακό design και κατασκευάζεται από σκελετό μοριοσανίδας, ξύλο λεύκας και επένδυση MDF + αφρολέξ. Διαθέτει ανάκλιδρο στην αριστερή πλευρά και φέρει επένδυση από ύφασμα Easy Clean ανθρακί-κυπαρρισί. Ιδανικός για σπίτια με κομψό design, προσφέρει αντοχή και 5 χρόνια εγγύηση."|"1330.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000035-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000035-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000035-3.jpg"|"ανθρακί-κυπαρισσί"|"290.0"|"235.0"|"95.0"||||"MDF, ύφασμα, ξύλο"|"Σαλόνι, Γραφείο"|"Κομψός, Αντίκτυπος, Σύγχρονος, Άνετος, Ακρίβεια, Αξιοπιστία"
"168-000033"|"simple"|"Γωνιακός καναπές"|1|0|"visible"||"Αυτός ο εντυπωσιακός καναπές Romantic pakoworld, με ύφασμα κυπαρισσί-ανθρακί, προσφέρει άνεση και κομψότητα. Κατασκευάζεται από μοριοσανίδα, ξύλο λεύκας και MDF, με μαλακά μαξιλάρια για άνεση. Διαθέτει αριστερή γωνία και διακοσμητικά μαξιλαράκια σε ανθρακί χρώμα.  Εξαιρετικής ποιότητας και ελληνικής κατασκευής, προσφέρει 5 χρόνια εγγύηση. Διαστάσεις: 290x235x95εκ."|"1330.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000033-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000033-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000033-3.jpg"|"κυπαρισσί-ανθρακί"|"290.0"|"235.0"|"95.0"||||"μοριοσανίδα, MDF, ύφασμα, ξύλο"|"Σαλόνι, Γραφείο"|"Κομψία, Άνεση, Διακόσμηση, Ελληνική Κατασκευή, Ραβδωτός, Συνθετικός"
"168-000034"|"simple"|"Γωνιακός καναπές"|1|0|"visible"||"Αποκτήστε τον εντυπωσιακό καναπέ Romantic Pakoworld, σχεδιασμένο για να προσθέσει κομψότητα στον χώρο σας. Κατασκευασμένος από μοριοσανίδα, ξύλο λεύκας και MDF, με επένδυση Easy Clean υφάσματος κυπαρισσί-ανθρακί. Διαθέτει ανάκλιση, διακοσμητικά μαξιλάρια και πορτοπαρδένια μεταλλικά πόδια. Διαστάσεις: 290x235x95 εκ."|"1330.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000034-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000034-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000034-3.jpg"|"κυπαρισσί-ανθρακί"|"290.0"|"235.0"|"95.0"||||"μοριοσανίδα, MDF, ξύλο"|"Σαλόνι, Γραφείο"|"Κομψία, Ρασταφω, Άνεση, Διακόσμηση, Σύγχρονος, Σκανδιναβικό"
"168-000031"|"simple"|"Γωνιακός καναπές"|1|0|"visible"||"Αποκτήστε έναν κομψό καναπέ Romantic Pakoworld, ιδανικό για να προσθέσετε πολυτέχεια στον χώρο σας. Κατασκευασμένος από ποιοτικά υλικά – μοριοσανίδα, ξύλο λεύκας, MDF και αφρολέξ – με επένδυση υφάσματος Easy Clean. Διαθέτει αριστερή γωνία και δύο διακοσμητικά μαξιλάρια Ciel. Μέγεθος: 290x235x95 εκ. Εγγύηση 5 ετών."|"1330.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000031-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000031-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000031-3.jpg"|"elephant-ciel"|"290.0"|"235.0"|"95.0"||||"μοριοσανίδα, MDF, ξύλο"|"Σαλόνι, Γραφείο"|"Επικόο, Μοντέρνο, Σύγχρονο, Άνεση, Επικόο, Διακόσμηση"
"168-000032"|"simple"|"Γωνιακός καναπές"|1|0|"visible"||"Ανακαίνισε τον χώρο σου με τον Γωνιακό Καναπέ Romantic Pakoworld. Κατασκευασμένος από σκελετό μοριοσανίδας, ξύλο λεύκας και MDF με αφρολέξ, διαθέτει μαξιλάρια καθίσματος από αφρολέξ 400άρι plus και πλάτη από 100% σιλικόνη. Φινίρισμα υφάσματος Easy Clean 90% αδιάβροχο και διακοσμητικά μαξιλάρια σε χρώματα Elephant και Ciel. Διαστάσεις: 290x235x97 εκ."|"1330.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/168-000032-1.jpg, https://www.pakoworld.com/image/catalog/products/168-000032-2.jpg, https://www.pakoworld.com/image/catalog/products/168-000032-3.jpg"|"elephant-ciel"|"290.0"|"235.0"|"95.0"||||"MDF, ξύλο"|"Σαλόνι, Υπνοδωμάτιο"|"Ελληνικός σχεδιασμός, Γωνιακό, Άνεση, Διακοσμητικός, Σύγχρονο, Ραβδωτός"
"146-000018"|"simple"|"Πολυθρόνα Loreta"|1|0|"visible"||"Η πολυθρόνα Loreta pakoworld διαθέτει ενισχυμένο σκελετό, επένδυση από βελούδο ανθρακί και κομψά μαύρα ξύλινα πόδια. Διαθέτει διαστάσεις 59x64x73εκ. και βάθος καθίσματος 48εκ. Ιδανική για να δημιουργήσετε μια άνετη γωνία χαλάρωσης στο σπίτι ή το γραφείο σας."|"105.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/146-000018-1.jpg, https://www.pakoworld.com/image/catalog/products/146-000018-2.jpg, https://www.pakoworld.com/image/catalog/products/146-000018-3.jpg, https://www.pakoworld.com/image/catalog/products/146-000018-4.jpg"|"ανθρακί"|"55.0"|"57.0"|"78.0"|||||"Σαλόνι, Γραφείο"|"Μοντέρνος, Άνεση, Χαλάρωση, Γραφείο, Εσωτερική Διακόσμηση, Κωμικός Σχεδιασμός"
"146-000017"|"simple"|"Καναπές Loreta"|1|0|"visible"||"Ο διθέσιος καναπές Loreta, σε ύφλιο βελούδο γκρι-ανθρακί, προσδίδει κομψή αισθητική στον χώρο σας. Κατασκευασμένος με ενισχυμένο σκελετό και ύφασμα υψηλής ποιότητας, διαθέτει κομψά ξύλινα πόδια καρυδιάς. Διαστάσεις: 123x65x73 εκ. Έτοιμος για χρήση."|"134.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/146-000017-1.jpg, https://www.pakoworld.com/image/catalog/products/146-000017-2.jpg, https://www.pakoworld.com/image/catalog/products/146-000017-3.jpg, https://www.pakoworld.com/image/catalog/products/146-000017-4.jpg, https://www.pakoworld.com/image/catalog/products/146-000017-5.jpg"|"ανθρακί"|"118.0"|"55.0"|"78.0"||||"ύφασμα"|"Σαλόνι, Γραφείο"|"Σύγχρονος, Άνεση, Κομψός, Διθέσιος, Χώρος Ζωής, Επένδυση"
"079-000021"|"simple"|"Πολυθρόνα-μπερζέρα"|1|0|"visible"||"Η πολυθρόνα-μπερζέρα Macel συνδυάζει κομψότητα και άνεση. Διαθέτει σκελετό από ενισχυμένο ξύλο, επενδεδυμένο με μαλακτικούς πυρήνες και ελατήρια. Η επιφάνειά της είναι φτιαγμένη από βελούδο σε χρώμα σάπιου μήλου και υποστηρίζεται από χρυσά μεταλλικά πόδια. Διαστάσεις: 79x71x89 εκ."|"249.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/079-000021-1.jpg, https://www.pakoworld.com/image/catalog/products/079-000021-2.jpg, https://www.pakoworld.com/image/catalog/products/079-000021-3.jpg, https://www.pakoworld.com/image/catalog/products/079-000021-4.jpg, https://www.pakoworld.com/image/catalog/products/079-000021-5.jpg, https://www.pakoworld.com/image/catalog/products/079-000021-6.jpg, https://www.pakoworld.com/image/catalog/products/079-000021-7.jpg"|"σάπιο μήλο-χρυσό"|"79.0"|"71.0"|"89.0"||||"ξύλο"|"Σαλόνι, Υπνοδωμάτιο"|"Κλασική, Άνεση, Κομψότητα, Ραφιναρισμένη, Σκανδάλου, Χαλαρωτική"
"120-000142"|"simple"|"Κομοδίνο Naida"|1|0|"visible"||"Το κομοδίνο Naida προσθέτει μια μοντέρνα, industrial αισθητική στον χώρο σας. Κατασκευασμένο από μοριοσανίδα με μελαμίνης επένδυση, ανθεκτικό μέταλλο και με ράφι αποθήκευσης, ιδανικό για κάθε στυλ διακόσμησης. Διαθέτει διαστάσεις 45x30x59 εκ. και παραδίδεται αμοντάριστο."|"27.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/120-000142-1.jpg, https://www.pakoworld.com/image/catalog/products/120-000142-2.jpg, https://www.pakoworld.com/image/catalog/products/120-000142-3.jpg"|"μαύρο"|"45.0"|"30.0"|"59.0"||||"μέταλλο, μοριοσανίδα"|"Γραφείο, Σαλόνι"|"Industrial, Μοντέρνο, Διακόσμηση, Αποθήκευση, Ραφιέρα, Σύγχρονο"
"120-000141"|"simple"|"Κομοδίνο Naida"|1|0|"visible"||"Εδώ είναι μια περιγραφή προϊόντος έως 50 λέξεις, βασισμένη στο παρεχόμενο κείμενο:

Το κομοδίνο Naida προσδίδει αισθητική στον χώρο σας. Κατασκευασμένο από μοριοσανίδα με μελαμίνης επένδυση και μεταλλικά πόδια, διαθέτει ράφι αποθήκευσης. Ιδανικό για μικρούς χώρους, το προϊόν παραδίδεται αμοντάριστο, σε εργοστασιακή συσκευασία."|"27.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/120-000141-1.jpg, https://www.pakoworld.com/image/catalog/products/120-000141-2.jpg, https://www.pakoworld.com/image/catalog/products/120-000141-3.jpg"|"γκρι-μπεζ-μαύρο"|"45.0"|"30.0"|"59.0"||||"μοριοσανίδα"|"Γραφείο, Σαλόνι"|"Αισθητικό, Αποθηκευτικό, Μικρός χώρος, Λειτουργικό, Μοντέρνο, Απλό"
"120-000140"|"simple"|"Κομοδίνο Naida"|1|0|"visible"||"Το κομοδίνο Naida προσδίδει μοντέρνο industrial design στον χώρο σας. Κατασκευασμένο από μοριοσανίδα με μελαμίνης και μεταλλικά πόδια, διαθέτει και ράφι για οργάνωση. Διαστάσεις: 45x30x59 εκ. Απαιτεί αμπουάρισμα."|"27.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/120-000140-1.jpg, https://www.pakoworld.com/image/catalog/products/120-000140-2.jpg, https://www.pakoworld.com/image/catalog/products/120-000140-3.jpg"|"καρυδί-μαύρο"|"45.0"|"30.0"|"59.0"||||"μοριοσανίδα"|"Γραφείο, Σαλόνι"|"Industrial, Μοντέρνο, Οργάνωση, Διακόσμηση, Απλό, Λειτουργικό"
"033-000015"|"simple"|"Καρέκλα γραφείου"|1|0|"visible"||"Η πολυθρόνα γραφείου Sonar συνδυάζει κομψότητα και εργονομία. Κατασκευασμένη από μεταλλικό σκελετό, τεχνόδερμα Pu καφέ ταμπά και με ανατομικό μπράτσο, προσφέρει άνεση και στήριξη για απαιτητική χρήση. Διαθέτει ρυθμιζόμενο ύψος και ανακλινόμενη πλάτη. Ιδανική για επαγγελματίες και για το σπίτι."|"129.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/033-000015-1.jpg, https://www.pakoworld.com/image/catalog/products/033-000015-2.jpg, https://www.pakoworld.com/image/catalog/products/033-000015-3.jpg, https://www.pakoworld.com/image/catalog/products/033-000015-4.jpg, https://www.pakoworld.com/image/catalog/products/033-000015-5.jpg, https://www.pakoworld.com/image/catalog/products/033-000015-6.jpg"|"καφέ"||||||||"Γραφείο, Σαλόνι"|"Εργονομία, Επαγγελματική χρήση, Άνεση, Κλασσικός σχεδιασμός, Στήριξη, Ρυθμιζόμενη"
"120-000158"|"simple"|"Ραφιέρα-σταντ φυτών"|1|0|"visible"||"Αυτή η ραφιέρα-σταντ για φυτά Tisa, κατασκευασμένη από ανθεκτικό ξύλο, διαθέτει δύο ράφια για την οργάνωση των γλάστρων σας. Ιδανική για εσωτερικούς και εξωτερικούς χώρους, διαθέτει μήκος 75εκ, πλάτος 25εκ και ύψος 49εκ. Έχει καφέ χρώμα και παραδίδεται αμοντάριστη."|"22.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/120-000158-1.jpg, https://www.pakoworld.com/image/catalog/products/120-000158-2.jpg"|"καφέ"|"75.0"|"25.0"|"49.0"||||"ξύλο"|"Γραφείο, Κήπος"|"Οργάνωση, Διακόσμηση, Εσωτερικός Χώρος, Εξωτερικός Χώρος, Διάταξη, Ραφιέρα"
"071-000988"|"simple"|"Πίνακας PWF-0373"|1|0|"visible"||"Ο πίνακας PWF-0373 της Pakoworld είναι κατασκευασμένος από 100% καμβά και ξύλινο πλαίσιο 3cm. Διαστάσεων 50x3x70 εκ., προσφέρει μια κομψή και μόνιμη λύση για την διακόσμηση του χώρου σας. Ο πίνακας συνοδεύεται από την εργοστασιακή του συσκευασία."|"26.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/071-000988-1.jpg, https://www.pakoworld.com/image/catalog/products/071-000988-2.jpg, https://www.pakoworld.com/image/catalog/products/071-000988-3.jpg, https://www.pakoworld.com/image/catalog/products/071-000988-4.jpg"|"καμβά"|"50.0"|"3.0"|"70.0"|||||"Γραφείο, Σαλόνι"|"Γλυπτική, Διακόσμηση, Σύγχρονο, Έργο τέχνης, Αρχιτεκτονικός, Επένδυση"
"071-001036"|"simple"|"Φωτιστικό οροφής Elprecious E"|1|0|"visible"||"Αυτό το τρίφωτο φωτιστικό οροφής Elprecious, κατασκευασμένο από ανθεκτικό μέταλλο, προσδίδει μια νότα πολυτέλειας στον χώρο σας. Διαθέτει μαύρο-bronze χρώμα με γυαλιστερή όψη και συνολικό ύψος 110 εκ. Ιδανικό για σύγχρονο διακοσμητικό χώρο."|"103.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/071-001036-1.jpg, https://www.pakoworld.com/image/catalog/products/071-001036-2.jpg"|"μαύρο-bronze"|"67.0"|"17.0"|"110.0"||||"μέταλλο"|"Γραφείο, Σαλόνι"|"Μοντέρνο, Πολυτέλεια, Διακόσμηση, Λειτουργικό, Αρχιτεκτονικό, Εντυπωσιακό"
"153-000003"|"simple"|"Καρέκλα Adalyn"|1|0|"visible"||"Η καρέκλα Adalyn προσφέρει κομψότητα και άνεση για το σπίτι σας. Κατασκευασμένη από ενισχυμένο ξύλο καουτσουκόδεντρου με λευκό χρώμα και ανθεκτικά πόδια 40χιλ., συνδυάζει κλασικό και σύγχρονο design. Το κάθισμα είναι από καρυδί, ενώ η πλάτη υποστηρίζει την σπονδυλική σας στήλη."|"64.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/153-000003-1.jpg, https://www.pakoworld.com/image/catalog/products/153-000003-2.jpg, https://www.pakoworld.com/image/catalog/products/153-000003-3.jpg, https://www.pakoworld.com/image/catalog/products/153-000003-4.jpg, https://www.pakoworld.com/image/catalog/products/153-000003-5.jpg, https://www.pakoworld.com/image/catalog/products/153-000003-6.jpg, https://www.pakoworld.com/image/catalog/products/153-000003-7.jpg, https://www.pakoworld.com/image/catalog/products/153-000003-8.jpg"|"καρυδί-λευκό"|||||||"ξύλο"|"Σαλόνι, Γραφείο"|"Κλασικό design, Σύγχρονο στυλ, Υποστήριξη σπονδυλικής στήλης, Επίπεδη καρέκλα, Άνεση, Επενδυτική καρέκλα"
"199-000171"|"simple"|"Βούρτσα μπάνιου pigal"|1|0|"visible"||"Η βούρτσα μπάνιου Liro, σειρά Pakoworld, είναι ένα κομψό αξεσουάρ για την καθημερινή σας ρουτίνα. Κατασκευάζεται από ανθεκτικό πολυστερένιο και φυσικό μπαμπού, διαθέτοντας χρώμα μαύρο-φυσικό. Διαθέτει διάσταση Φ11,7x38εκ και παραδίδεται στην εργοστασιακή του συσκευασία."|"9.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/199-000171-1.jpg"|"μαύρο-φυσικό"||||||||"Μπάνιο, Κουζίνα"|"Οικοσύστημα μπάνιου, Μοντέρνος σχεδιασμός, Καθημερινή χρήση, Αξεσουάρ μπάνιου, Λειτουργικότητα, Εργονομικός σχεδιασμός"
"199-000175"|"simple"|"Τραπέζι σαλονιού Kumi"|1|0|"visible"||"Το τραπέζι σαλονιού Kumi Pakoworld συνδυάζει στιβαρότητα και κομψότητα. Διαθέτει σκελετό από μέταλλο και επιφάνεια από MDF E1 με oak φινίρισμα και χρυσές λεπτομέρειες. Ιδανικό για να προσθέσετε μια μοντέρνα πινελιά στον χώρο σας. Διαστάσεις: Φ41x40εκ."|"20.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/199-000175-1.jpg"|"χρυσό"|"41.0"|"40.0"|||||"μέταλλο, MDF"|"Σαλόνι, Γραφείο"|"Μοντέρνο, Κομψό, Στιβαρό, Διαχρονικό, Επίπλωση σαλονιού, Αρχοντικό"
"199-000176"|"simple"|"Τραπέζι σαλονιού Kumi"|1|0|"visible"||"Το τραπέζι σαλονιού Kumi pakoworld διαθέτει σταθερό μεταλλικό σκελετό και επιφάνεια από MDF E1 με oak φινίρισμα. Έχει κυκλικό σχήμα, μαύρο χρώμα και διαστάσεις 35x37,7εκ. Η αφαιρούμενη επιφάνεια προσφέρει εύκολη αποθήκευση μικροαντικειμένων. Ιδανικό για να προσθέσετε μια μοντέρνα πινελιά στον χώρο σας."|"26.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/199-000176-1.jpg, https://www.pakoworld.com/image/catalog/products/199-000176-2.jpg"|"μαύρο-oak"|"35.0"|"37.7"|||||"MDF"|"Σαλόνι, Γραφείο"|"Μοντέρνο, Κυκλικό, Αποθηκευτικό, Διακόσμηση, Κινηματογραφικό, Σαλόνι"
"199-000186"|"simple"|"Επιτραπέζιο φωτιστικό Etel"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό Etel Pakoworld διαθέτει σταθερό σκελετό από μέταλλο και ανθεκτικό ξύλο. Το καπέλο του είναι κατασκευασμένο από ειδική χαρτινή επεξεργασία, κατάλληλη για φωτιστικά. Διαθέτει κυκλικό σχήμα για ομοιόμορφη διασπορά του φωτός, προσφέροντας έναν boho χαρακτήρα στο χώρο σας. Διατίθεται σε φυσικό χρώμα και δέχεται λαμπτήρα τύπου Ε27 (max 40W)."|"49.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/199-000186-1.jpg, https://www.pakoworld.com/image/catalog/products/199-000186-2.jpg"|"φυσικό"|"30.0"|"35.5"|||||"μέταλλο, ξύλο"|"Γραφείο, Σαλόνι"|"Boho, Σύγχρονος, Επιτραπέζιος φωτισμός, Διακόσμηση, Ομοιόμορφη διάδοση, Αισθητική"
